ORDERKEY;PRODUCTKEY;QUANTITY;CATALOGPRICE;DISCOUNTAMOUNT;DISCOUNTPCTG;TRANSACTIONPRICE
SO62942;217;3;34,99;5,25;15;29,74
SO62943;584;2;539,99;81;15;458,99
SO62943;479;1;8,99;0,45;5;8,54
SO62943;477;3;4,99;1,05;21;3,94
SO62943;214;2;34,99;6,65;19;28,34
SO62944;584;3;539,99;81;15;458,99
SO62944;479;2;8,99;1,17;13;7,82
SO62945;574;3;2384,07;95,36;4;2288,71
SO63734;605;2;539,99;70,2;13;469,79
SO63734;538;2;21,49;0,64;3;20,85
SO63735;382;2;1120,49;212,89;19;907,6
SO63735;491;1;53,99;10,26;19;43,73
SO63735;463;2;24,49;1,96;8;22,53
SO63736;353;1;2319,99;255,2;11;2064,79
SO63736;485;2;21,98;1,1;5;20,88
SO63736;472;2;63,5;4,45;7;59,05
SO63737;361;2;2294,99;298,35;13;1996,64
SO63738;361;3;2294,99;137,7;6;2157,29
SO63738;483;2;120;14,4;12;105,6
SO63739;579;2;1214,85;242,97;20;971,88
SO63739;479;1;8,99;1,35;15;7,64
SO63739;477;3;4,99;0,55;11;4,44
SO63740;562;2;2384,07;309,93;13;2074,14
SO63740;490;3;53,99;6,48;12;47,51
SO63741;561;3;2384,07;429,13;18;1954,94
SO63741;479;3;8,99;1,44;16;7,55
SO63741;477;3;4,99;0,5;10;4,49
SO63741;487;1;54,99;7,7;14;47,29
SO63742;388;3;1120,49;168,07;15;952,42
SO63742;529;3;3,99;0,52;13;3,47
SO63742;539;2;24,99;4;16;20,99
SO63742;214;1;34,99;0,7;2;34,29
SO63743;582;1;1700,99;238,14;14;1462,85
SO63744;581;3;1700,99;357,21;21;1343,78
SO63744;489;3;53,99;7,02;13;46,97
SO63744;225;3;8,99;1,17;13;7,82
SO63745;583;1;1700,99;221,13;13;1479,86
SO63745;225;2;8,99;1,8;20;7,19
SO63746;604;1;539,99;129,6;24;410,39
SO63747;606;1;539,99;64,8;12;475,19
SO63747;479;1;8,99;1,8;20;7,19
SO63748;606;1;539,99;32,4;6;507,59
SO63748;529;2;3,99;0,72;18;3,27
SO63748;538;3;21,49;3,01;14;18,48
SO63748;463;1;24,49;4,65;19;19,84
SO63749;562;2;2384,07;500,65;21;1883,42
SO63749;217;1;34,99;5,95;17;29,04
SO63750;563;3;2384,07;238,41;10;2145,66
SO63750;225;1;8,99;1,35;15;7,64
SO63751;575;1;2384,07;166,88;7;2217,19
SO63752;567;3;742,35;155,89;21;586,46
SO63752;477;3;4,99;1,05;21;3,94
SO63752;479;1;8,99;0,63;7;8,36
SO63753;605;2;539,99;21,6;4;518,39
SO63753;214;2;34,99;2,45;7;32,54
SO63753;488;3;53,99;12,42;23;41,57
SO63754;605;2;539,99;10,8;2;529,19
SO63754;217;2;34,99;7,35;21;27,64
SO63755;563;2;2384,07;524,5;22;1859,57
SO63755;222;2;34,99;2,8;8;32,19
SO63755;465;2;24,49;3,43;14;21,06
SO63756;575;2;2384,07;47,68;2;2336,39
SO63756;217;1;34,99;6,3;18;28,69
SO63756;463;3;24,49;1,71;7;22,78
SO63757;587;1;769,49;146,2;19;623,29
SO63757;234;1;49,99;3;6;46,99
SO63758;378;3;2443,35;97,73;4;2345,62
SO63758;540;2;32,6;2,28;7;30,32
SO63758;529;1;3,99;0,48;12;3,51
SO63758;217;2;34,99;7,7;22;27,29
SO63758;465;3;24,49;4,9;20;19,59
SO63759;539;2;24,99;2,75;11;22,24
SO63760;536;3;29,99;3,6;12;26,39
SO63760;480;2;2,29;0,27;12;2,02
SO63761;477;2;4,99;0,5;10;4,49
SO63762;528;2;4,99;0,6;12;4,39
SO63762;480;1;2,29;0,53;23;1,76
SO63763;595;2;564,99;22,6;4;542,39
SO63763;478;2;9,99;2;20;7,99
SO63763;477;1;4,99;0,4;8;4,59
SO63763;222;3;34,99;4,2;12;30,79
SO63764;372;2;2443,35;97,73;4;2345,62
SO63765;380;2;2443,35;195,47;8;2247,88
SO63765;540;1;32,6;3,59;11;29,01
SO63765;529;2;3,99;0,12;3;3,87
SO63765;484;2;7,95;0,64;8;7,31
SO63766;587;2;769,49;7,69;1;761,8
SO63766;477;2;4,99;0,2;4;4,79
SO63766;478;1;9,99;0,9;9;9,09
SO63766;214;2;34,99;6,3;18;28,69
SO63767;590;1;769,49;100,03;13;669,46
SO63767;228;2;49,99;3;6;46,99
SO63767;225;2;8,99;0,81;9;8,18
SO63768;357;2;2319,99;208,8;9;2111,19
SO63768;478;3;9,99;1;10;8,99
SO63768;477;2;4,99;0,1;2;4,89
SO63768;491;3;53,99;9,72;18;44,27
SO63768;225;3;8,99;0,81;9;8,18
SO63769;488;1;53,99;8,1;15;45,89
SO63770;480;3;2,29;0,18;8;2,11
SO63771;529;2;3,99;0,4;10;3,59
SO63771;463;3;24,49;1,22;5;23,27
SO63772;538;2;21,49;1,93;9;19,56
SO63772;225;2;8,99;0,36;4;8,63
SO63773;540;2;32,6;6,52;20;26,08
SO63774;529;3;3,99;0,68;17;3,31
SO63774;540;2;32,6;6,52;20;26,08
SO63774;486;2;159;27,03;17;131,97
SO63775;536;3;29,99;5,1;17;24,89
SO63776;536;2;29,99;2,4;8;27,59
SO63776;528;2;4,99;0,9;18;4,09
SO63776;480;2;2,29;0,25;11;2,04
SO63777;478;3;9,99;1,8;18;8,19
SO63777;477;2;4,99;0,9;18;4,09
SO63777;490;2;53,99;7,02;13;46,97
SO63778;478;2;9,99;1,4;14;8,59
SO63778;477;2;4,99;0,35;7;4,64
SO63778;225;3;8,99;1,17;13;7,82
SO63779;476;3;69,99;5,6;8;64,39
SO63779;225;2;8,99;2,16;24;6,83
SO63780;476;1;69,99;3,5;5;66,49
SO63780;489;3;53,99;3,78;7;50,21
SO63780;225;1;8,99;0,18;2;8,81
SO63781;477;2;4,99;0,95;19;4,04
SO63781;225;2;8,99;1,08;12;7,91
SO63782;477;2;4,99;0,9;18;4,09
SO63782;472;2;63,5;4,45;7;59,05
SO63783;485;2;21,98;1,98;9;20
SO63784;540;1;32,6;3,26;10;29,34
SO63784;217;3;34,99;0,35;1;34,64
SO63785;536;3;29,99;7,2;24;22,79
SO63785;528;2;4,99;0,05;1;4,94
SO63785;214;1;34,99;6,3;18;28,69
SO63786;477;1;4,99;0,25;5;4,74
SO63786;217;1;34,99;7;20;27,99
SO63786;237;2;49,99;12;24;37,99
SO63786;225;3;8,99;1,08;12;7,91
SO63787;537;2;35;7,35;21;27,65
SO63787;528;2;4,99;0,2;4;4,79
SO63787;231;1;49,99;2,5;5;47,49
SO63788;537;1;35;2,45;7;32,55
SO63788;528;2;4,99;1,1;22;3,89
SO63789;478;3;9,99;0,3;3;9,69
SO63789;477;3;4,99;0,95;19;4,04
SO63789;214;2;34,99;7;20;27,99
SO63790;478;2;9,99;1,8;18;8,19
SO63791;361;2;2294,99;550,8;24;1744,19
SO63791;528;3;4,99;0,3;6;4,69
SO63791;537;3;35;1,75;5;33,25
SO63791;480;2;2,29;0,16;7;2,13
SO63792;353;3;2319,99;208,8;9;2111,19
SO63792;478;2;9,99;0,6;6;9,39
SO63793;361;3;2294,99;114,75;5;2180,24
SO63793;478;2;9,99;0,1;1;9,89
SO63794;563;2;2384,07;524,5;22;1859,57
SO63794;214;2;34,99;2,1;6;32,89
SO63794;225;2;8,99;0,81;9;8,18
SO63795;225;3;8,99;1,44;16;7,55
SO63795;563;1;2384,07;357,61;15;2026,46
SO63796;584;3;539,99;97,2;18;442,79
SO63796;479;2;8,99;1,53;17;7,46
SO63796;477;3;4,99;0,45;9;4,54
SO63796;225;3;8,99;1,35;15;7,64
SO63797;584;1;539,99;97,2;18;442,79
SO63797;217;2;34,99;8,4;24;26,59
SO63798;386;1;1120,49;156,87;14;963,62
SO63799;376;2;2443,35;537,54;22;1905,81
SO63799;214;2;34,99;1,05;3;33,94
SO63800;359;2;2294,99;550,8;24;1744,19
SO63800;478;3;9,99;0,5;5;9,49
SO63800;477;3;4,99;0,55;11;4,44
SO63801;353;3;2319,99;162,4;7;2157,59
SO63801;480;1;2,29;0,25;11;2,04
SO63802;585;2;742,35;59,39;8;682,96
SO63802;228;2;49,99;9,5;19;40,49
SO63803;573;3;2384,07;214,57;9;2169,5
SO63803;217;3;34,99;2,8;8;32,19
SO63804;575;2;2384,07;357,61;15;2026,46
SO63804;541;3;28,99;6,38;22;22,61
SO63804;225;3;8,99;1,26;14;7,73
SO63804;530;1;4,99;0,8;16;4,19
SO63805;564;2;2384,07;524,5;22;1859,57
SO63805;541;2;28,99;6,38;22;22,61
SO63805;530;2;4,99;0,15;3;4,84
SO63805;222;2;34,99;7;20;27,99
SO63806;472;3;63,5;15,24;24;48,26
SO63806;584;3;539,99;102,6;19;437,39
SO63807;584;3;539,99;81;15;458,99
SO63807;479;1;8,99;0,63;7;8,36
SO63807;477;2;4,99;0,45;9;4,54
SO63807;222;2;34,99;1,05;3;33,94
SO63808;584;1;539,99;59,4;11;480,59
SO63808;472;2;63,5;10,8;17;52,7
SO63809;384;1;1120,49;112,05;10;1008,44
SO63809;217;3;34,99;3,15;9;31,84
SO63810;583;2;1700,99;255,15;15;1445,84
SO63810;225;2;8,99;0,99;11;8
SO63811;582;1;1700,99;289,17;17;1411,82
SO63811;489;2;53,99;3,78;7;50,21
SO63812;582;2;1700,99;187,11;11;1513,88
SO63812;479;1;8,99;0,27;3;8,72
SO63812;477;2;4,99;0,65;13;4,34
SO63813;581;2;1700,99;374,22;22;1326,77
SO63813;479;3;8,99;2,07;23;6,92
SO63813;477;2;4,99;0,3;6;4,69
SO63814;390;3;1120,49;67,23;6;1053,26
SO63814;217;3;34,99;8,75;25;26,24
SO63815;605;3;539,99;59,4;11;480,59
SO63815;477;2;4,99;0,85;17;4,14
SO63815;479;1;8,99;1,17;13;7,82
SO63815;484;1;7,95;1,75;22;6,2
SO63816;606;2;539,99;118,8;22;421,19
SO63816;529;1;3,99;0,76;19;3,23
SO63816;538;2;21,49;1,5;7;19,99
SO63817;576;1;2384,07;190,73;8;2193,34
SO63817;479;3;8,99;0,63;7;8,36
SO63817;477;2;4,99;1,1;22;3,89
SO63818;573;3;2384,07;476,81;20;1907,26
SO63818;465;3;24,49;5,88;24;18,61
SO63818;217;2;34,99;7;20;27,99
SO63819;563;3;2384,07;47,68;2;2336,39
SO63819;479;2;8,99;1,71;19;7,28
SO63819;477;2;4,99;0,75;15;4,24
SO63820;574;3;2384,07;500,65;21;1883,42
SO64528;536;1;29,99;1,8;6;28,19
SO64878;485;1;21,98;2,86;13;19,12
SO64878;228;1;49,99;12;24;37,99
SO64879;541;2;28,99;3,19;11;25,8
SO64879;530;3;4,99;1,1;22;3,89
SO64879;480;3;2,29;0,3;13;1,99
SO64880;529;1;3,99;0,92;23;3,07
SO64881;530;1;4,99;1,1;22;3,89
SO64881;541;1;28,99;5,51;19;23,48
SO64881;214;1;34,99;8,4;24;26,59
SO64882;541;3;28,99;2,32;8;26,67
SO64883;528;1;4,99;0,15;3;4,84
SO64883;537;2;35;7;20;28
SO64883;214;2;34,99;4,55;13;30,44
SO64883;467;2;24,49;3,92;16;20,57
SO64884;587;2;769,49;69,25;9;700,24
SO64884;474;3;69,99;14,7;21;55,29
SO64884;225;3;8,99;0,45;5;8,54
SO64885;599;2;539,99;43,2;8;496,79
SO64886;594;2;564,99;33,9;6;531,09
SO64886;485;3;21,98;3,52;16;18,46
SO64886;214;2;34,99;1,75;5;33,24
SO64887;386;3;1120,49;145,66;13;974,83
SO64887;214;2;34,99;8,05;23;26,94
SO64887;467;3;24,49;3,92;16;20,57
SO64888;376;2;2443,35;171,03;7;2272,32
SO64888;529;3;3,99;0,2;5;3,79
SO64888;540;3;32,6;6,85;21;25,75
SO64888;217;1;34,99;4,2;12;30,79
SO64889;563;1;2384,07;381,45;16;2002,62
SO64889;481;2;8,99;0,09;1;8,9
SO64890;575;2;2384,07;524,5;22;1859,57
SO64890;477;2;4,99;0,7;14;4,29
SO64890;479;2;8,99;1,08;12;7,91
SO64890;225;1;8,99;1,89;21;7,1
SO64891;584;1;539,99;113,4;21;426,59
SO64891;529;2;3,99;0,4;10;3,59
SO64891;538;1;21,49;4,51;21;16,98
SO64891;214;3;34,99;7,7;22;27,29
SO64892;384;3;1120,49;156,87;14;963,62
SO64892;477;2;4,99;1,2;24;3,79
SO64892;479;3;8,99;0,9;10;8,09
SO64892;473;3;63,5;10,8;17;52,7
SO64893;386;1;1120,49;11,2;1;1109,29
SO64893;222;2;34,99;7;20;27,99
SO64893;228;3;49,99;11;22;38,99
SO64894;584;2;539,99;59,4;11;480,59
SO64894;538;1;21,49;2,58;12;18,91
SO64894;480;1;2,29;0,02;1;2,27
SO64894;484;2;7,95;0,16;2;7,79
SO64895;606;2;539,99;97,2;18;442,79
SO64896;561;2;2384,07;119,2;5;2264,87
SO64896;477;3;4,99;1;20;3,99
SO64896;479;1;8,99;1,62;18;7,37
SO64897;363;1;2294,99;550,8;24;1744,19
SO64897;485;2;21,98;2,42;11;19,56
SO64897;477;2;4,99;1;20;3,99
SO64897;478;1;9,99;0,9;9;9,09
SO64897;225;2;8,99;2,07;23;6,92
SO64898;537;3;35;8,4;24;26,6
SO64898;528;2;4,99;0,65;13;4,34
SO64898;214;2;34,99;4,2;12;30,79
SO64899;529;1;3,99;0,16;4;3,83
SO64899;539;2;24,99;3,25;13;21,74
SO64899;217;2;34,99;6,3;18;28,69
SO64900;528;3;4,99;0,25;5;4,74
SO64901;475;2;69,99;12,6;18;57,39
SO64901;488;2;53,99;5,4;10;48,59
SO64902;237;3;49,99;10,5;21;39,49
SO64902;465;1;24,49;4,9;20;19,59
SO64903;479;2;8,99;1,35;15;7,64
SO64903;477;2;4,99;0,9;18;4,09
SO64903;483;2;120;25,2;21;94,8
SO64903;225;1;8,99;2,25;25;6,74
SO64904;599;2;539,99;124,2;23;415,79
SO64904;535;2;24,99;3;12;21,99
SO64904;480;2;2,29;0,55;24;1,74
SO64905;378;2;2443,35;390,94;16;2052,41
SO64905;484;3;7,95;1,99;25;5,96
SO64906;594;2;564,99;50,85;9;514,14
SO64906;217;2;34,99;8,4;24;26,59
SO64907;529;3;3,99;0,6;15;3,39
SO64907;484;2;7,95;0,32;4;7,63
SO64908;529;3;3,99;0,24;6;3,75
SO64908;539;2;24,99;0,75;3;24,24
SO64908;217;1;34,99;3,15;9;31,84
SO64909;528;2;4,99;0,45;9;4,54
SO64909;535;2;24,99;5,5;22;19,49
SO64909;217;2;34,99;4,9;14;30,09
SO64910;540;2;32,6;4,56;14;28,04
SO64910;228;1;49,99;9;18;40,99
SO64911;536;3;29,99;6,6;22;23,39
SO64911;480;2;2,29;0,23;10;2,06
SO64912;478;3;9,99;1,1;11;8,89
SO64912;477;2;4,99;0,55;11;4,44
SO64912;491;2;53,99;4,32;8;49,67
SO64913;477;3;4,99;1,2;24;3,79
SO64913;478;2;9,99;0,8;8;9,19
SO64913;487;2;54,99;3,85;7;51,14
SO64913;484;3;7,95;0,48;6;7,47
SO64914;476;3;69,99;6,3;9;63,69
SO64915;478;2;9,99;2;20;7,99
SO64915;477;1;4,99;0,15;3;4,84
SO64916;474;2;69,99;14,7;21;55,29
SO64917;477;2;4,99;1,2;24;3,79
SO64918;225;1;8,99;1,89;21;7,1
SO64918;477;2;4,99;0,85;17;4,14
SO64919;528;1;4,99;0,25;5;4,74
SO64919;222;2;34,99;5,95;17;29,04
SO64920;528;3;4,99;0,45;9;4,54
SO64920;480;2;2,29;0,32;14;1,97
SO64921;528;2;4,99;0,55;11;4,44
SO64921;222;1;34,99;4,55;13;30,44
SO64921;234;2;49,99;3;6;46,99
SO64922;537;2;35;5,25;15;29,75
SO64922;480;1;2,29;0,14;6;2,15
SO64923;535;3;24,99;4,75;19;20,24
SO64923;528;2;4,99;0,35;7;4,64
SO64923;214;3;34,99;2,8;8;32,19
SO64924;463;2;24,49;1,22;5;23,27
SO64924;477;2;4,99;1,2;24;3,79
SO64925;539;2;24,99;2,5;10;22,49
SO64926;530;1;4,99;1,2;24;3,79
SO64926;480;2;2,29;0,07;3;2,22
SO64927;537;2;35;3,5;10;31,5
SO64928;537;2;35;2,45;7;32,55
SO64928;528;3;4,99;0,55;11;4,44
SO64928;222;2;34,99;8,4;24;26,59
SO64928;467;3;24,49;5,39;22;19,1
SO64929;361;1;2294,99;459;20;1835,99
SO64929;485;2;21,98;2,64;12;19,34
SO64929;489;1;53,99;5,4;10;48,59
SO64930;353;2;2319,99;324,8;14;1995,19
SO64930;485;1;21,98;2,64;12;19,34
SO64930;463;3;24,49;5,88;24;18,61
SO64931;359;2;2294,99;367,2;16;1927,79
SO64931;485;2;21,98;1,54;7;20,44
SO64931;487;2;54,99;8,8;16;46,19
SO64932;569;2;742,35;185,59;25;556,76
SO64932;217;2;34,99;6,3;18;28,69
SO64932;225;3;8,99;0,54;6;8,45
SO64933;567;2;742,35;66,81;9;675,54
SO64933;214;1;34,99;6,65;19;28,34
SO64934;580;1;1700,99;323,19;19;1377,8
SO64934;489;2;53,99;5,4;10;48,59
SO64935;581;1;1700,99;204,12;12;1496,87
SO64935;217;3;34,99;7;20;27,99
SO64936;582;2;1700,99;34,02;2;1666,97
SO64937;390;2;1120,49;112,05;10;1008,44
SO64938;390;3;1120,49;22,41;2;1098,08
SO64938;214;3;34,99;7;20;27,99
SO64939;357;2;2319,99;185,6;8;2134,39
SO64939;480;2;2,29;0,21;9;2,08
SO64940;567;3;742,35;51,96;7;690,39
SO64940;222;2;34,99;2,1;6;32,89
SO64941;605;2;539,99;97,2;18;442,79
SO64941;538;1;21,49;2,79;13;18,7
SO64942;604;1;539,99;97,2;18;442,79
SO64942;538;1;21,49;1,29;6;20,2
SO64943;604;1;539,99;54;10;485,99
SO64943;538;3;21,49;1,07;5;20,42
SO64943;529;3;3,99;0,72;18;3,27
SO64944;581;3;1700,99;374,22;22;1326,77
SO64944;214;2;34,99;1,4;4;33,59
SO64945;584;2;539,99;75,6;14;464,39
SO64945;538;2;21,49;2,15;10;19,34
SO64945;529;3;3,99;0,32;8;3,67
SO64946;562;1;2384,07;309,93;13;2074,14
SO64946;479;2;8,99;0,9;10;8,09
SO64946;477;2;4,99;0,55;11;4,44
SO64946;484;3;7,95;1,67;21;6,28
SO64947;564;2;2384,07;452,97;19;1931,1
SO64947;225;3;8,99;0,54;6;8,45
SO64948;228;1;49,99;12;24;37,99
SO64949;217;1;34,99;5,95;17;29,04
SO64950;214;2;34,99;3,85;11;31,14
SO64951;483;2;120;24;20;96
SO64952;529;2;3,99;0,68;17;3,31
SO64952;539;2;24,99;3;12;21,99
SO64952;222;2;34,99;2,45;7;32,54
SO64953;539;3;24,99;3,75;15;21,24
SO64953;529;2;3,99;0,24;6;3,75
SO64953;217;2;34,99;5,95;17;29,04
SO64954;528;1;4,99;0,8;16;4,19
SO64954;536;3;29,99;5,7;19;24,29
SO64955;538;1;21,49;1,07;5;20,42
SO64955;480;1;2,29;0,37;16;1,92
SO64956;477;1;4,99;1;20;3,99
SO64956;488;2;53,99;2,16;4;51,83
SO64956;225;2;8,99;1,8;20;7,19
SO64957;477;2;4,99;0,2;4;4,79
SO64957;222;2;34,99;1,75;5;33,24
SO64958;225;2;8,99;0,99;11;8
SO64958;477;1;4,99;0,55;11;4,44
SO64959;478;2;9,99;1,2;12;8,79
SO64959;477;2;4,99;0,55;11;4,44
SO64960;540;3;32,6;1,96;6;30,64
SO64960;529;2;3,99;0,44;11;3,55
SO64960;480;2;2,29;0,39;17;1,9
SO64961;228;2;49,99;9,5;19;40,49
SO64962;225;3;8,99;0,72;8;8,27
SO64963;359;1;2294,99;68,85;3;2226,14
SO64963;537;2;35;4,9;14;30,1
SO64963;480;1;2,29;0,55;24;1,74
SO64963;484;3;7,95;0,87;11;7,08
SO64964;488;2;53,99;3,24;6;50,75
SO64965;529;2;3,99;0,96;24;3,03
SO64965;217;2;34,99;2,1;6;32,89
SO64966;529;3;3,99;0,68;17;3,31
SO64966;465;2;24,49;1,22;5;23,27
SO64966;217;1;34,99;8,05;23;26,94
SO64967;530;1;4,99;1,05;21;3,94
SO64968;529;3;3,99;0,76;19;3,23
SO64968;538;2;21,49;3,01;14;18,48
SO64969;528;2;4,99;0,65;13;4,34
SO64969;535;2;24,99;2,25;9;22,74
SO64969;222;2;34,99;7;20;27,99
SO64970;538;3;21,49;4,73;22;16,76
SO64971;535;2;24,99;4,5;18;20,49
SO64971;528;1;4,99;0,35;7;4,64
SO64972;540;3;32,6;4,24;13;28,36
SO62945;541;2;28,99;2,32;8;26,67
SO62945;530;2;4,99;0,2;4;4,79
SO62945;480;2;2,29;0,53;23;1,76
SO62945;484;3;7,95;0,56;7;7,39
SO62946;214;2;34,99;5,6;16;29,39
SO62947;478;2;9,99;1,1;11;8,89
SO62947;477;2;4,99;1,15;23;3,84
SO62947;480;1;2,29;0,41;18;1,88
SO62948;217;2;34,99;5,6;16;29,39
SO62949;237;1;49,99;9;18;40,99
SO62950;541;2;28,99;2,32;8;26,67
SO62950;530;1;4,99;0,4;8;4,59
SO62950;480;1;2,29;0,16;7;2,13
SO62951;598;2;539,99;75,6;14;464,39
SO62951;485;2;21,98;4,4;20;17,58
SO62951;225;1;8,99;0,63;7;8,36
SO62951;217;2;34,99;4,55;13;30,44
SO62952;600;1;539,99;91,8;17;448,19
SO62952;485;3;21,98;4,62;21;17,36
SO62952;478;3;9,99;0,6;6;9,39
SO62953;374;1;2443,35;561,97;23;1881,38
SO62954;372;3;2443,35;73,3;3;2370,05
SO62954;529;1;3,99;0,44;11;3,55
SO62954;540;2;32,6;3,91;12;28,69
SO62954;234;2;49,99;9;18;40,99
SO62955;587;2;769,49;84,64;11;684,85
SO62955;536;2;29,99;0,6;2;29,39
SO62955;480;3;2,29;0,39;17;1,9
SO62956;589;2;769,49;23,08;3;746,41
SO62956;234;2;49,99;1,5;3;48,49
SO62956;482;2;8,99;0,18;2;8,81
SO62957;489;2;53,99;1,62;3;52,37
SO62958;529;1;3,99;0,68;17;3,31
SO62958;480;1;2,29;0,18;8;2,11
SO62959;538;2;21,49;0,21;1;21,28
SO62960;538;3;21,49;4,3;20;17,19
SO62960;529;2;3,99;0,96;24;3,03
SO62960;480;3;2,29;0,32;14;1,97
SO62961;540;2;32,6;6,19;19;26,41
SO62961;529;3;3,99;0,56;14;3,43
SO62962;536;3;29,99;1,2;4;28,79
SO62962;528;3;4,99;1,2;24;3,79
SO62962;222;3;34,99;0,35;1;34,64
SO62963;477;3;4,99;0,05;1;4,94
SO62963;478;2;9,99;1,8;18;8,19
SO62963;489;3;53,99;7,02;13;46,97
SO62964;475;3;69,99;8,4;12;61,59
SO62964;234;2;49,99;4;8;45,99
SO62965;478;2;9,99;0,1;1;9,89
SO62965;487;2;54,99;13,2;24;41,79
SO62966;528;2;4,99;0,6;12;4,39
SO62966;485;1;21,98;0,22;1;21,76
SO62966;467;2;24,49;1,47;6;23,02
SO62967;528;3;4,99;0,3;6;4,69
SO62967;217;3;34,99;5,25;15;29,74
SO62968;477;1;4,99;0,65;13;4,34
SO62969;477;1;4,99;0,75;15;4,24
SO62970;528;1;4,99;0,75;15;4,24
SO62970;485;1;21,98;2,42;11;19,56
SO62970;480;1;2,29;0,41;18;1,88
SO62971;485;2;21,98;4,84;22;17,14
SO62971;214;3;34,99;5,25;15;29,74
SO62972;476;2;69,99;3,5;5;66,49
SO62972;463;1;24,49;0,98;4;23,51
SO62973;536;3;29,99;1,8;6;28,19
SO62973;480;2;2,29;0,09;4;2,2
SO62974;528;1;4,99;0,1;2;4,89
SO62974;536;2;29,99;4,8;16;25,19
SO62974;480;2;2,29;0,53;23;1,76
SO62975;477;1;4,99;0,85;17;4,14
SO62975;217;2;34,99;1,75;5;33,24
SO62976;529;2;3,99;0,76;19;3,23
SO62976;228;2;49,99;11;22;38,99
SO62977;529;1;3,99;0,92;23;3,07
SO62977;484;3;7,95;0,8;10;7,15
SO62978;530;1;4,99;1,2;24;3,79
SO62978;541;3;28,99;1,74;6;27,25
SO62978;214;2;34,99;8,05;23;26,94
SO62979;537;2;35;3,15;9;31,85
SO62979;528;1;4,99;0,8;16;4,19
SO62979;217;2;34,99;4,2;12;30,79
SO62980;478;2;9,99;0,1;1;9,89
SO62980;222;2;34,99;6,65;19;28,34
SO62981;587;1;769,49;100,03;13;669,46
SO62981;475;2;69,99;4,9;7;65,09
SO62981;490;2;53,99;9,18;17;44,81
SO62981;225;2;8,99;1,44;16;7,55
SO62982;357;2;2319,99;394,4;17;1925,59
SO62982;478;2;9,99;2,2;22;7,79
SO62982;477;2;4,99;0,5;10;4,49
SO62983;355;2;2319,99;69,6;3;2250,39
SO62983;537;1;35;7,35;21;27,65
SO62983;528;2;4,99;0,1;2;4,89
SO62984;359;1;2294,99;481,95;21;1813,04
SO62984;537;2;35;6,3;18;28,7
SO62984;485;1;21,98;4,18;19;17,8
SO62984;478;2;9,99;1,3;13;8,69
SO62984;477;2;4,99;0,3;6;4,69
SO62984;228;3;49,99;8,5;17;41,49
SO62984;481;2;8,99;1,8;20;7,19
SO62985;359;1;2294,99;229,5;10;2065,49
SO62986;357;2;2319,99;278,4;12;2041,59
SO62986;537;3;35;4,55;13;30,45
SO62986;528;2;4,99;0,8;16;4,19
SO62987;562;1;2384,07;47,68;2;2336,39
SO62987;541;2;28,99;1,74;6;27,25
SO62987;530;2;4,99;0,35;7;4,64
SO62987;487;2;54,99;11;20;43,99
SO62988;579;2;1214,85;109,34;9;1105,51
SO62988;489;3;53,99;12,96;24;41,03
SO62989;581;2;1700,99;153,09;9;1547,9
SO62989;228;2;49,99;11;22;38,99
SO62990;583;2;1700,99;408,24;24;1292,75
SO62990;214;3;34,99;4,55;13;30,44
SO62991;380;2;2443,35;464,24;19;1979,11
SO62992;388;2;1120,49;235,3;21;885,19
SO62992;479;2;8,99;0,36;4;8,63
SO62993;606;3;539,99;75,6;14;464,39
SO62994;606;2;539,99;102,6;19;437,39
SO62994;477;2;4,99;0,6;12;4,39
SO62994;479;1;8,99;0,72;8;8,27
SO62994;217;1;34,99;6,65;19;28,34
SO62994;465;3;24,49;4,16;17;20,33
SO62995;584;2;539,99;124,2;23;415,79
SO62995;538;3;21,49;3,01;14;18,48
SO62995;529;1;3,99;0,4;10;3,59
SO62995;214;3;34,99;4,9;14;30,09
SO62996;581;2;1700,99;357,21;21;1343,78
SO62996;479;2;8,99;1,17;13;7,82
SO62996;477;3;4,99;0,35;7;4,64
SO62996;480;2;2,29;0,07;3;2,22
SO62997;581;2;1700,99;153,09;9;1547,9
SO62997;228;1;49,99;1,5;3;48,49
SO62998;605;3;539,99;135;25;404,99
SO62998;222;1;34,99;8,05;23;26,94
SO62999;587;2;769,49;123,12;16;646,37
SO62999;485;2;21,98;4,84;22;17,14
SO62999;214;2;34,99;4,2;12;30,79
SO63000;584;1;539,99;113,4;21;426,59
SO63000;479;3;8,99;1,26;14;7,73
SO63001;606;2;539,99;16,2;3;523,79
SO63001;217;3;34,99;2,45;7;32,54
SO63001;467;2;24,49;0,98;4;23,51
SO63002;605;2;539,99;81;15;458,99
SO63002;538;2;21,49;4,3;20;17,19
SO63002;480;3;2,29;0,48;21;1,81
SO63003;225;3;8,99;2,07;23;6,92
SO63004;535;3;24,99;2;8;22,99
SO63005;539;2;24,99;5;20;19,99
SO63005;529;3;3,99;1;25;2,99
SO63005;222;2;34,99;7,35;21;27,64
SO63006;539;2;24,99;2,75;11;22,24
SO63007;539;2;24,99;5,75;23;19,24
SO63008;539;3;24,99;0,25;1;24,74
SO63009;536;2;29,99;3,6;12;26,39
SO63010;477;2;4,99;1,05;21;3,94
SO63010;487;2;54,99;11,55;21;43,44
SO63011;529;2;3,99;0,56;14;3,43
SO63011;480;1;2,29;0,09;4;2,2
